group_,gen_sp,common,YearEndCDa,status,county_ori,WaterBody,Longitude,Latitude,Min_Temp,Max_Temp
Plants,Lythrum salicaria,Purple Loosestrife,2010,Collected,Lake,Fox River,-88.186821,42.238606,8,18
Plants,Lythrum salicaria,Purple Loosestrife,1977,NA,Lake,NA,-87.85672632,42.26157532,8,18
Plants,Lythrum salicaria,Purple Loosestrife,1977,NA,Lake,NA,-87.85672632,42.26157532,8,18
Plants,Lythrum salicaria,Purple Loosestrife,2010,Collected,Lake,Bangs Lake,-88.129332,42.271537,8,18
Plants,Lythrum salicaria,Purple Loosestrife,1981,NA,Lake,NA,-87.89522183,42.30533492,8,18
Plants,Lythrum salicaria,Purple Loosestrife,2008,collected,Lake,NA,-87.983801,42.313322,8,18
Plants,Lythrum salicaria,Purple Loosestrife,2010,Collected,Lake,Long Lake,-88.1256,42.381265,8,18
Plants,Lythrum salicaria,Purple Loosestrife,1977,NA,Lake,Mud Lake,-88.18886329,42.43737898,8,18
Plants,Lythrum salicaria,Purple Loosestrife,1978,NA,Lake,Mud Lake,-88.18886329,42.43737898,8,18
Plants,Lythrum salicaria,Purple Loosestrife,2009,NA,Lake,NA,-88.19199,42.4441,8,18
Plants,Lythrum salicaria,Purple Loosestrife,1975,NA,Lake,NA,-88.14958798,42.45182857,8,18
Plants,Mentha aquatica,Water Mint,2008,collected,Cook,NA,-87.767817,41.837649,,
Plants,Mentha aquatica,Water Mint,2008,collected,DuPage,NA,-88.063587,41.856029,,
Plants,Mentha aquatica,Water Mint,2008,collected,Lake,NA,-87.983801,42.313322,,
Plants,Mentha x gracilis,Gingermint,1941,NA,Cook,NA,-87.85,41.8333,,
Plants,Mentha x gracilis,Gingermint,2008,collected,Lake,NA,-87.983801,42.313322,,
Plants,Mentha x gracilis,Gingermint,1993,NA,DuPage,Herrick Lake,-88.1433083,41.8283083,,
Plants,Mentha x gracilis,Gingermint,2002,NA,Cook,Crabtree Lake,-88.1665583,42.1131889,,
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,2011,NA,Cook,North Creek,-87.59577,41.55686,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,2001,NA,Cook,Midlothian Creek,-87.680148,41.643634,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1994,NA,Cook,Chicago Sanitary and Ship Canal,-87.82089,41.788921,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1994,NA,Cook,Chicago Sanitary and Ship Canal,-87.676392,41.841112,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1992,NA,Cook,North Branch Chicago River,-87.70134721,41.96868753,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1991,NA,Cook,North Shore Channel,-87.70959,41.99184,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1994,NA,Cook,North Shore Channel,-87.71042,42.01187,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1990,NA,Cook,North Shore Channel,-87.70974,42.04092,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1990,NA,Cook,North Shore Channel,-87.70974,42.04092,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1991,NA,Cook,North Shore Channel,-87.70974,42.04092,5,25
Fishes,Misgurnus anguillicaudatus,Oriental Weatherfish,1991,NA,Cook,North Shore Channel,-87.70974,42.04092,5,25
Fishes,Morone americana,White Perch,2011,NA,Cook,Butterfield Creek,-87.64954,41.53986,2,32.5
Fishes,Morone americana,White Perch,2001,NA,Cook,North Creek,-87.59587319,41.55702024,2,32.5
Fishes,Morone americana,White Perch,2001,NA,Cook,Little Calumet River,-87.641591,41.629359,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Little Calumet River,-87.57822,41.64108,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Little Calumet River,-87.57822,41.64108,2,32.5
Fishes,Morone americana,White Perch,1998,NA,Cook,Little Calumet River,-87.57822,41.64108,2,32.5
Fishes,Morone americana,White Perch,2000,NA,Cook,Little Calumet River,-87.57822,41.64108,2,32.5
Fishes,Morone americana,White Perch,2011,NA,Cook,Little Calumet River,-87.5632,41.64168,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Calumet River,-87.5605313,41.64502308,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Calumet River,-87.5605313,41.64502308,2,32.5
Fishes,Morone americana,White Perch,1995,NA,Cook,Calumet River,-87.5605313,41.64502308,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Calumet River,-87.5605313,41.64502308,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Calumet River,-87.5605313,41.64502308,2,32.5
Fishes,Morone americana,White Perch,2000,NA,Cook,Calumet River,-87.5605313,41.64502308,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Little Calumet River,-87.59888449,41.64858114,2,32.5
Fishes,Morone americana,White Perch,2000,NA,Cook,Calumet Sag Channel,-87.68732258,41.65261692,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Calumet Sag Channel,-87.66117134,41.65495456,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Little Calumet River,-87.6411503,41.65759899,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Little Calumet River,-87.6411503,41.65759899,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Calumet River,-87.57245,41.65893,2,32.5
Fishes,Morone americana,White Perch,1998,NA,Cook,Calumet River,-87.57138867,41.66193912,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Calumet Sag Channel,-87.75259,41.66298,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Calumet Sag Channel,-87.75258772,41.66298063,2,32.5
Fishes,Morone americana,White Perch,1998,NA,Cook,Little Calumet River,-87.62194469,41.663427,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Little Calumet River,-87.62194469,41.663427,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Chicago Sanitary and Ship Canal,-88.02824839,41.67059059,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Lake Calumet,-87.58786578,41.67554236,2,32.5
Fishes,Morone americana,White Perch,2000,NA,Cook,Lake Calumet,-87.58786578,41.67554236,2,32.5
Fishes,Morone americana,White Perch,2001,NA,Cook,Lake Calumet,-87.58786578,41.67554236,2,32.5
Fishes,Morone americana,White Perch,1999,NA,Cook,Calumet Sag Channel,-87.84078343,41.68426996,2,32.5
Fishes,Morone americana,White Perch,1998,NA,Cook,Chicago Sanitary and Ship Canal,-87.94559025,41.69700395,2,32.5
Fishes,Morone americana,White Perch,2000,NA,Cook,Chicago Sanitary and Ship Canal,-87.94559025,41.69700395,2,32.5
Fishes,Morone americana,White Perch,2000,NA,Cook,Chicago Sanitary and Ship Canal,-87.74334699,41.81963174,2,32.5
Fishes,Morone americana,White Perch,1993,NA,Cook,South Branch Chicago River,-87.63672156,41.85567374,2,32.5
Fishes,Morone americana,White Perch,2006,NA,Cook,Chicago River,-87.63,41.88,2,32.5
Fishes,Morone americana,White Perch,1991,NA,Cook,Chicago River,-87.63755,41.88624,2,32.5
Plants,Myosotis scorpioides,True Forget-Me-Not,1926,NA,Cook,NA,-87.85,41.8333,,
Plants,Myosotis scorpioides,True Forget-Me-Not,1958,NA,Cook,NA,-87.85,41.8333,,
Plants,Myosotis scorpioides,True Forget-Me-Not,1960,NA,Cook,NA,-87.85,41.8333,,
Plants,Myosotis scorpioides,True Forget-Me-Not,2008,collected,Cook,NA,-87.767817,41.837649,,
Plants,Myosotis scorpioides,True Forget-Me-Not,2008,collected,DuPage,NA,-88.063587,41.856029,,
Plants,Myosotis scorpioides,True Forget-Me-Not,2006,NA,Cook,NA,-87.77306,42.14804,,
Plants,Myosotis scorpioides,True Forget-Me-Not,2008,collected,Lake,NA,-87.983801,42.313322,,
Plants,Najas minor,Brittle Waternymph,2012,Collected,Cook,Powderhorn Lake,-87.533498,41.640865,8,?
Plants,Najas minor,Brittle Waternymph,2011,Collected,Will,Whalon Lake,-88.094795,41.743654,8,?
Plants,Najas minor,Brittle Waternymph,2010,collected,Cook,NA,-87.767817,41.837649,8,?
Plants,Najas minor,Brittle Waternymph,2010,collected,DuPage,NA,-88.063587,41.856029,8,?
Plants,Najas minor,Brittle Waternymph,2012,Collected,Lake,Gages Lake,-87.991008,42.346017,8,?
Plants,Najas minor,Brittle Waternymph,2012,Collected,Lake,Gages Lake,-88.000843,42.354941,8,?
Plants,Najas minor,Brittle Waternymph,2010,Collected,Lake,Round Lake,-88.08331,42.368822,8,?
Plants,Najas minor,Brittle Waternymph,2012,Collected,Lake,Round Lake,-88.08331,42.368822,8,?
Plants,Najas minor,Brittle Waternymph,2012,Collected,Lake,Third Lake,-88.014173,42.374573,8,?
Plants,Najas minor,Brittle Waternymph,2011,Collected,Lake,Sterling Lake,-87.945099,42.482977,8,?
Plants,Najas minor,Brittle Waternymph,1998,NA,DuPage,Mallard Lake,-88.12976,41.91537,8,?
Plants,Najas minor,Brittle Waternymph,2001,NA,Cook,Powderhorn Lake,-87.53044,41.6419,8,?
Plants,Nasturtium officinale,Watercress,2008,collected,Cook,NA,-87.767817,41.837649,,
Plants,Nasturtium officinale,Watercress,2008,collected,DuPage,NA,-88.063587,41.856029,,
Plants,Nasturtium officinale,Watercress,1977,NA,Cook,NA,-88.25301051,42.02311059,,
Plants,Nasturtium officinale,Watercress,2008,collected,Lake,NA,-87.983801,42.313322,,
Fishes,Oncorhynchus kisutch,Coho Salmon,1990,NA,Cook,Chicago River,-87.6368003,41.87571347,3,25
Fishes,Oncorhynchus kisutch,Coho Salmon,1990,NA,Cook,Chicago River,-87.63755,41.88624,3,25
Fishes,Oncorhynchus kisutch,Coho Salmon,1992,NA,Cook,North Shore Channel,-87.68512,42.07541,3,25
Fishes,Oncorhynchus kisutch,Coho Salmon,2002,NA,Lake,S. Br. Waukegan River,-87.84,42.34,3,25
Fishes,Oncorhynchus kisutch,Coho Salmon,2000,NA,Lake,Waukegan River,-87.83567,42.35763,3,25
Fishes,Oncorhynchus kisutch,Coho Salmon,1997,NA,Lake,Waukegan River,-87.83732,42.35956,3,25
Fishes,Oncorhynchus kisutch,Coho Salmon,1997,NA,Lake,Waukegan River,-87.83732,42.35956,3,25
Fishes,Oncorhynchus mykiss,Rainbow Trout,1997,NA,Cook,Calumet River,-87.55309526,41.69712485,10,24
Fishes,Oncorhynchus mykiss,Rainbow Trout,1995,NA,Cook,North Shore Channel,-87.71042,42.01187,10,24
Fishes,Oncorhynchus mykiss,Rainbow Trout,1979,NA,Cook,North Shore Channel,-87.68512,42.07541,10,24
Fishes,Oncorhynchus mykiss,Rainbow Trout,1995,NA,Cook,North Shore Channel,-87.68512,42.07541,10,24
Fishes,Oncorhynchus mykiss,Rainbow Trout,2000,NA,Lake,Waukegan River,-87.83567,42.35763,10,24
Fishes,Oncorhynchus mykiss,Rainbow Trout,1998,NA,Lake,Waukegan River,-87.83732,42.35956,10,24
Fishes,Oncorhynchus mykiss,Rainbow Trout,1998,NA,Lake,Waukegan River,-87.83732,42.35956,10,24
Fishes,Oncorhynchus mykiss,Rainbow Trout,2003,NA,Lake,Waukegan River,-87.83732,42.35956,10,24
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,2001,NA,Cook,Lake Calumet,-87.58786578,41.67554236,4,25
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,1997,NA,Cook,Calumet River,-87.55309526,41.69712485,4,25
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,1990,NA,Cook,Chicago River,-87.63755,41.88624,4,25
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,1992,NA,Cook,North Shore Channel,-87.68512,42.07541,4,25
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,1994,NA,Cook,North Shore Channel,-87.68512,42.07541,4,25
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,1999,NA,Lake,trib. Lake Michigan,-87.83592,42.30929,4,25
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,2000,NA,Lake,Waukegan River,-87.83567,42.35763,4,25
Fishes,Oncorhynchus tshawytscha,Chinook Salmon,1997,NA,Lake,Waukegan River,-87.83732,42.35956,4,25
Fishes,Oreochromis niloticus,Nile Tilapia,2004,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2004,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
