group_,gen_sp,common,YearEndCDa,status,Latitude,Longitude,county_ori,WaterBody,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.01927142,-90.43809966,Cass,Illinois River,,,,,,,,,,,,
Mollusks,Cipangopaludina chinensis malleata,Chinese Mystery Snail,1995,,40.02068,-88.69048,Piatt,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2010,,40.02397,-90.11559,Cass,Cox Creek,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1994,,40.02525884,-90.11694515,Cass,Cox Creek,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.032792,-89.811751,Menard,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.032792,-89.811751,Menard,,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.03834,-90.42069,Cass,Muscooten Bay,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.06533,-90.39585,Cass,Treadway Lake,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2001,,40.0666,-90.6499,Schuyler,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,2001,,40.0666,-90.6499,Schuyler,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,2000,,40.07630733,-88.2482174,Champaign,,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,40.07912,-90.28358,Mason,Otter Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2003,,40.10003554,-90.3329214,Cass,Coon Slough,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2003,,40.10003554,-90.3329214,Cass,Coon Slough,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,1975,,40.10571988,-88.01909176,Champaign,,,,,,,,,,,,,
Plants,Salix caprea,Goat Willow,1978,,40.10595508,-88.34188406,Champaign,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,1968,collected,40.111959,-88.231845,Champaign,,,,,,,,,,,,,
Fishes,Morone americana,White Perch,2000,,40.1181,-90.2858,Mason,Crane Lake,,,,,,,,,,,,
Mollusks,Cipangopaludina chinensis malleata,Chinese Mystery Snail,2008,,40.12091,-87.73633,Vermilion,Stripmine Pond #6,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2012,unknown,40.12263,-87.64251,Vermilion,North Fork Vermilion River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.12343461,-90.28924292,Mason,Crane Lake,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.12343461,-90.28924292,Mason,Crane Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2011,unknown,40.12368,-87.63873,Vermilion,North Fork Vermilion River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1997,,40.129016,-90.320663,Schuyler,Chain Lake,,,,,,,,,,,,
Plants,Cardamine flexuosa,Woodland Bittercress,2010,,40.12935,-88.24831,Champaign,,,,,,,,,,,,,
Plants,Eichhornia crassipes,Common Water Hyacinth,2007,,40.129722,-88.248611,Champaign,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1989,collected,40.132166,-87.71553,Vermilion,,,,,,,,,,,,,
Fishes,Poecilia reticulata,Guppy,1968,,40.13304339,-88.10493215,Champaign,Saline Branch Drainage Ditch,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1995,collected,40.133938,-90.340104,Mason,Illinois River,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.136824,-88.216752,Champaign,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,40.136824,-88.216752,Champaign,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.136824,-88.216752,Champaign,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,2008,collected,40.136824,-88.216752,Champaign,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,40.136824,-88.216752,Champaign,,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2010,,40.13745,-88.88356,De Witt,Salt Creek,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,1999,,40.1382594,-87.74428578,Vermilion,Middle Fork River,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1999,,40.1382594,-87.74428578,Vermilion,Middle Fork River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1986,,40.13895105,-90.33204988,Schuyler,Long Lake,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.143586,-90.5791,Schuyler,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.143596,-89.365106,Logan,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.143596,-89.365106,Logan,,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,40.1448,-88.2852,Champaign,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.1476,-90.2847,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.1476,-90.2847,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.1476,-90.2847,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone americana,White Perch,2000,,40.149257,-90.188817,Mason,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,40.156797,-87.692434,Vermilion,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.156797,-87.692434,Vermilion,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.156797,-87.692434,Vermilion,,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,2008,collected,40.156797,-87.692434,Vermilion,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,40.156797,-87.692434,Vermilion,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,40.156797,-87.692434,Vermilion,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.16143,-90.19016,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.16143,-90.19016,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.16143,-90.19016,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,40.163395,-88.780174,De Witt,Clinton Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.166019,-90.202045,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2004,,40.166019,-90.202045,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1997,,40.166019,-90.202045,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.166019,-90.202045,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.166019,-90.202045,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2004,,40.166019,-90.202045,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.16649938,-90.18620802,Mason,Illinois River,,,,,,,,,,,,
Plants,Marsilea quadrifolia,European Waterclover,1951,,40.1667,-87.75,Vermilion,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.1772,-90.16574,Mason,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,40.178001,-88.914787,De Witt,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.18049,-90.19992,Mason,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2010,,40.182162,-88.4244995,Champaign,Sunset Lake,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.18755108,-90.16586997,Mason,Illinois River,,,,,,,,,,,,
Mollusks,Cipangopaludina chinensis malleata,Chinese Mystery Snail,2005,,40.204,-88.3876,Champaign,Sangamon River,,,,,,,,,,,,
Plants,Nelumbo nucifera,Sacred Lotus,2012,,40.20435772,-87.65419232,Vermilion,Lake Vermilion,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.2092,-90.13889,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.2092,-90.13889,Mason,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2012,,40.2107368,-87.7257868,Vermilion,Lake Mingo,,,,,,,,,,,,
Plants,Phragmites australis,Common Reed,1991,,40.21088961,-87.74505869,Vermilion,,,,,,,,,,,,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,1990,,40.2154,-90.1129,Mason,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1990,,40.2154,-90.1129,Mason,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1990,,40.2154,-90.1129,Mason,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,1998,,40.2283,-87.758,Vermilion,Vermilion River,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",1991,,40.23395559,-87.78513785,Vermilion,,,,,,,,,,,,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,1991,,40.23395559,-87.78513785,Vermilion,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1991,,40.23395559,-87.78513785,Vermilion,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1992,,40.2340539,-87.76589639,Vermilion,Vermilion River,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1975,,40.234099,-87.66975159,Vermilion,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,1975,,40.24837206,-87.67021297,Vermilion,,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",1992,,40.24842393,-87.78541819,Vermilion,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,1991,,40.24842393,-87.78541819,Vermilion,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.260702,-89.913299,Mason,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.260702,-89.913299,Mason,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,40.260702,-89.913299,Mason,,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1995,collected,40.323579,-90.05888,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1990,,40.32465475,-90.05588127,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1982,,40.32465475,-90.05588127,Mason,Quiver Lake,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,1981,,40.32465475,-90.05588127,Mason,Quiver Lake,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1995,collected,40.32659,-90.054331,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.32876,-90.05091,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.32888,-90.05193,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.32888,-90.05193,Mason,Illinois River,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2003,,40.33402,-90.052,Fulton,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,2005,,40.34218,-89.14721,McLean,,,,,,,,,,,,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,2005,,40.34702,-89.14323,McLean,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,2005,,40.34716,-89.14201,McLean,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2009,,40.34763,-89.99597,Mason,Quiver Creek,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2005,,40.34886,-89.13094,McLean,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,2003,,40.35208,-90.10733,Fulton,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,2005,,40.36168,-89.11787,McLean,,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,1994,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,1995,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,1996,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,1997,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,1998,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,1999,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,2001,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,2003,collected,40.363288,-90.038452,Mason,Illinois River,,,,,,,,,,,,
Plants,Puccinellia distans,Weeping Alkaligrass,2006,,40.36346,-89.11225,McLean,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1983,,40.36559432,-90.04591385,Mason,Liverpool Lake,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,2005,,40.36668,-89.11306,McLean,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.37875,-90.02588,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.384997,-90.007553,Mason,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.384997,-90.007553,Mason,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,1986,,40.39037717,-91.36915343,Hancock,Mississippi River,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2004,,40.39163,-89.87335,Mason,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,1988,,40.39298816,-88.12706871,Ogle,Rock River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2009,,40.40355,-90.32067,Fulton,Spoon River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2009,,40.40355,-90.32067,Fulton,Spoon River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2003,,40.40378005,-90.32108741,Fulton,Spoon River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2010,,40.41123418,-88.72271764,McLean,Dawson Lake,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.424406,-91.187696,Hancock,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,40.424406,-91.187696,Hancock,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.424406,-91.187696,Hancock,,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,2008,collected,40.424406,-91.187696,Hancock,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,40.424406,-91.187696,Hancock,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.43,-89.46,Tazewell,Mackinaw River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2005,,40.43,-89.46,Tazewell,Mackinaw River,,,,,,,,,,,,
Fishes,Ameiurus catus,White Catfish,1965,collected,40.431138,-89.937429,Fulton,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.44,-89.69,Tazewell,Mackinaw River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2005,,40.44,-89.69,Tazewell,Mackinaw River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2005,,40.44,-89.69,Tazewell,Mackinaw River,,,,,,,,,,,,
Fishes,Morone americana,White Perch,2007,,40.44999,-89.93334,Jersey,Big Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1993,,40.45077136,-89.92299439,Fulton,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1994,,40.45077136,-89.92299439,Fulton,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.45263,-89.90448,Tazewell,Spring Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2008,,40.45269,-89.9346,Fulton,Big Lake,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2003,,40.45298353,-89.88383876,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2002,,40.4530153,-89.88501635,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2002,,40.45386721,-89.88320835,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.45467138,-89.87963388,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2002,,40.45518478,-89.88196831,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2003,,40.45531187,-89.88667885,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2001,,40.45553912,-89.87841459,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2003,,40.45701572,-89.88306272,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.45793118,-89.88360995,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2001,,40.4590737,-89.8758925,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2002,,40.45939171,-89.88766952,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46029551,-89.87111908,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46072934,-89.87050933,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2000,,40.46119507,-89.8710773,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46119507,-89.8710773,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2002,,40.46236872,-89.86453705,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46244863,-89.8674814,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46252846,-89.87042576,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46283114,-89.88161444,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2003,,40.46313768,-89.87629366,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2003,,40.46344398,-89.87097285,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46371805,-89.86447424,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46382991,-89.86859642,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2004,,40.46424774,-89.86739774,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2000,,40.46606284,-89.86790297,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1996,,40.46684776,-89.89701918,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1996,,40.46684776,-89.89701918,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1997,,40.46684776,-89.89701918,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2000,,40.46684776,-89.89701918,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2000,,40.46684776,-89.89701918,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2003,,40.46694642,-89.86727223,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,40.472379,-90.670355,McDonough,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.472379,-90.670355,McDonough,,,,,,,,,,,,,
Plants,Marsilea quadrifolia,European Waterclover,2008,collected,40.472379,-90.670355,McDonough,,,,,,,,,,,,,
Plants,Myosotis scorpioides,True Forget-Me-Not,2008,collected,40.472379,-90.670355,McDonough,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.499297,-90.177649,Fulton,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,40.499297,-90.177649,Fulton,,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,2008,collected,40.499297,-90.177649,Fulton,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,40.499297,-90.177649,Fulton,,,,,,,,,,,,,
Fishes,Ameiurus catus,White Catfish,1979,collected,40.516279,-89.866791,Peoria,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2000,,40.51631738,-89.86629757,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2001,,40.51804902,-89.86175805,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1992,,40.52625125,-89.86142919,Peoria,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2003,,40.53553658,-89.83928595,Peoria,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1992,,40.53935412,-89.85043989,Peoria,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1992,,40.53940147,-89.84689594,Peoria,Illinois River,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,40.53996,-89.68852,Tazewell,Powerton Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.5436,-89.7982,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.5436,-89.7982,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Herichthys cyanoguttatum,Rio Grande Cichlid,1984,,40.54563078,-89.69262094,Tazewell,Powerton Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.55212,-89.77037,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.55212,-89.77037,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,40.552455,-88.223413,Ford,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.552455,-88.223413,Ford,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1998,,40.55577265,-89.72431498,Peoria,Illinois River,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,40.557333,-89.540657,Tazewell,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,40.557333,-89.540657,Tazewell,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,40.557333,-89.540657,Tazewell,,,,,,,,,,,,,
Fishes,Osmerus mordax,Rainbow Smelt,1976,,40.59117678,-89.65841276,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Oncorhynchus mykiss,Rainbow Trout,1976,,40.59117678,-89.65841276,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,1962,,40.59673582,-88.83627215,Carroll,,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2006,,40.60053,-89.65822,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1964,,40.61241676,-88.89383767,Carroll,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.62218489,-89.63621409,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.62218489,-89.63621409,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,1975,,40.62489989,-88.30120715,Livingston,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.62756,-89.62937,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.62756,-89.62937,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2002,,40.62756,-89.62937,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.62756,-89.62937,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Morone americana,White Perch,2000,,40.62905023,-89.6302165,Peoria,Illinois River,,,,,,,,,,,,
Mollusks,Cipangopaludina chinensis malleata,Chinese Mystery Snail,1995,,40.63262,-89.75244,Peoria,Lakes Lancelot & Camelot,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,40.63508677,-89.62086743,Tazewell,Illinois River,,,,,,,,,,,,
Fishes,Morone americana,White Perch,2000,,40.63508677,-89.62086743,Tazewell,Illinois River,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,40.6404,-88.0365,Iroquois,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1996,,40.64234161,-89.14754866,Woodford,Mackinaw River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2011,,40.64575457,-88.92735787,McLean,Lake Bloomington,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,40.6468,-88.0348,Iroquois,,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,40.65355,-88.93021,McLean,Lake Bloomington,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1996,,40.65766307,-88.95574003,Carroll,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2009,,40.6577,-89.13181,Woodford,,,,,,,,,,,,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,1992,,40.65774799,-88.87534389,Carroll,,,,,,,,,,,,,
