group_,gen_sp,common,YearEndCDa,status,Latitude,Longitude,county_ori,WaterBody,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.1854,-88.9041,Jefferson,,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,38.2100496,-89.87677,Randolph,Baldwin Lake,,,,,,,,,,,,
Fishes,Menidia beryllina,Inland Silverside,2000,,38.25774704,-87.98936576,Wabash,Wabash River,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,1989,,38.28039537,-89.3611698,Washington,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1997,unknown,38.30671,-88.92325,Jefferson,Veteran's Park Lake,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.310378,-88.915252,Jefferson,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,38.310378,-88.915252,Jefferson,,,,,,,,,,,,,
Mollusks,Cipangopaludina chinensis malleata,Chinese Mystery Snail,2007,,38.3242,-88.2219,Wayne,Little Wabash River,,,,,,,,,,,,
Mollusks,Cipangopaludina chinensis malleata,Chinese Mystery Snail,,,38.3242,-88.2219,Wayne,Little Wabash River,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,1941,,38.32977306,-89.97217224,Adams,Burton Creek,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1992,,38.33725046,-90.32491653,Monroe,Fountain Creek,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.366222,-89.376927,Washington,,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.4125,-88.95,Jefferson,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,38.419189,-88.401393,Wayne,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.430342,-87.816801,Wabash,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,38.430342,-87.816801,Wabash,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,38.430342,-87.816801,Wabash,,,,,,,,,,,,,
Fishes,Menidia beryllina,Inland Silverside,1994,,38.43597113,-87.74214567,Wabash,Wabash River,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2000,,38.4400319,-89.20955353,Brown,,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.473,-88.9596,Jefferson,,,,,,,,,,,,,
Fishes,Ameiurus catus,White Catfish,1986,collected,38.473549,-89.469309,Washington,Kankakee River,,,,,,,,,,,,
Fishes,Mylopharyngodon piceus,Black Carp,2010,unknown,38.504021,-90.268338,Monroe,Mississippi River,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.524,-88.9629,Marion,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.532682,-90.002067,St. Clair,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,38.532682,-90.002067,St. Clair,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,38.532682,-90.002067,St. Clair,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,38.532682,-90.002067,St. Clair,,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2005,,38.58351,-90.09097,St. Clair,Grand Marais Lake,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2005,,38.58395,-90.0844,St. Clair,Grand Marais Lake,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.598095,-89.436849,Clinton,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2005,,38.5992,-90.1002,St. Clair,Whispering Willow Lake,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,2009,,38.61457,-89.1095,Marion,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.614865,-88.993656,Marion,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,38.614865,-88.993656,Marion,,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.6178,-88.9711,Marion,,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1994,collected,38.6189,-89.3528,Clinton,Carlyle Reservior,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.6561,-88.9724,Marion,,,,,,,,,,,,,
Fishes,Osmerus mordax,Rainbow Smelt,1987,,38.668825,-90.18033,Madison,Mississippi River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1971,,38.69488589,-87.69411078,Lawrence,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2001,unknown,38.7083,-87.6692,Lawrence,Embarras River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1987,,38.70984285,-88.78882839,Marion,research pond,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1984,,38.70984285,-88.78882839,Marion,research pond,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,1987,,38.70984285,-88.78882839,Marion,research pond,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.7222,-88.094535,Richland,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,38.7222,-88.094535,Richland,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,38.7222,-88.094535,Richland,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.72377,-87.720031,Lawrence,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,38.72377,-87.720031,Lawrence,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,38.72377,-87.720031,Lawrence,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,38.72377,-87.720031,Lawrence,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,38.72377,-87.720031,Lawrence,,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,38.72457,-88.76106,Marion,Forbes Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1998,,38.73665744,-90.02470167,Madison,Cahokia Canal,,,,,,,,,,,,
Plants,Phragmites australis,Common Reed,1993,,38.73831562,-90.03029117,Madison,,,,,,,,,,,,,
Plants,Schoenoplectus mucronatus,Bog Bullrush,2012,,38.748,-88.8576,Marion,,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.7512,-88.8978,Marion,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,1989,collected,38.758802,-88.059325,Richland,East Fork Lake,,,,,,,,,,,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,1968,,38.77332766,-89.14749043,McDonough,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,1968,,38.77332766,-89.14749043,McDonough,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2003,,38.78811268,-88.77985808,Fulton,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1988,,38.79585633,-89.92021359,Madison,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,1988,,38.79694084,-90.11939843,Madison,Wood River,,,,,,,,,,,,
Fishes,Ameiurus catus,White Catfish,1979,collected,38.800922,-89.193664,Clinton,Carlyle Lake,,,,,,,,,,,,
Fishes,Ameiurus catus,White Catfish,1979,collected,38.803865,-89.187999,Fayette,Kankakee River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,38.812515,-90.018837,Madison,,,,,,,,,,,,,
Plants,Marsilea quadrifolia,European Waterclover,2008,collected,38.812515,-90.018837,Madison,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,38.812515,-90.018837,Madison,,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",1995,,38.84172938,-87.78660543,Lawrence,,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,38.8525,-88.7734,Fayette,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2008,unknown,38.874062,-90.158443,Madison,Mississippi River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2006,,38.88001,-90.16994,Madison,Mississippi River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2005,,38.88001,-90.16994,Madison,Mississippi River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2005,,38.88001,-90.16994,Madison,Mississippi River,,,,,,,,,,,,
Fishes,Morone americana,White Perch,2000,,38.88001,-90.16994,Madison,Mississippi River,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1994,collected,38.889429,-88.305531,Jasper,Newton Lake,,,,,,,,,,,,
Plants,Phragmites australis,Common Reed,1987,,38.89229359,-88.70323145,Fayette,,,,,,,,,,,,,
Plants,Schoenoplectus mucronatus,Bog Bullrush,2004,,38.9072,-88.1772,Jasper,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,1997,,38.90875323,-89.43793313,McDonough,La Moine River,,,,,,,,,,,,
Plants,Schoenoplectus mucronatus,Bog Bullrush,2000,,38.9108,-88.1908,Jasper,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,38.924895,-90.254745,Madison,Mississippi River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,38.924895,-90.254745,Madison,Mississippi River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,38.924895,-90.254745,Madison,Mississippi River,,,,,,,,,,,,
Fishes,Mugil cephalus,Flathead Mullet,2006,,38.933,-90.3,Jersey,Mississippi River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,38.933,-90.3,Jersey,Mississippi River,,,,,,,,,,,,
Fishes,Mugil cephalus,Flathead Mullet,1995,,38.9492,-90.36032,Jersey,Mississippi River,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",1998,,38.95467808,-89.68494171,Hancock,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,1998,,38.95467808,-89.68494171,Hancock,,,,,,,,,,,,,
Fishes,Tinca tinca,Tench,1891,failed,38.958675,-89.088306,Fayette,Kaskaskia Creek,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1995,collected,38.96736908,-90.4366684,Jersey,Illinois River,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1995,collected,38.968485,-90.4531,Jersey,Illinois River,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",2008,,38.98337,-89.09499,Fayette,,,,,,,,,,,,,
Plants,Alisma plantago-aquatica,European Water Plantain,1998,,38.99782835,-90.55231425,Jersey,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.000305,-88.990889,Fayette,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.000305,-88.990889,Fayette,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,1971,,39.00493228,-87.84341452,Crawford,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.009225,-87.757873,Crawford,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.009225,-87.757873,Crawford,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.009225,-87.757873,Crawford,,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,2008,collected,39.009225,-87.757873,Crawford,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,39.009225,-87.757873,Crawford,,,,,,,,,,,,,
Plants,Mentha x piperita,Peppermint,2009,,39.01493,-89.10626,Fayette,,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2006,,39.0178,-90.5654,Jersey,Long Lake,,,,,,,,,,,,
Fishes,Menidia beryllina,Inland Silverside,1999,,39.02039,-87.56996,Crawford,Wabash River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1999,,39.02084972,-87.58306195,Crawford,Minnow Slough,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1999,,39.02084972,-87.58306195,Crawford,Minnow Slough,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,1999,,39.02084972,-87.58306195,Crawford,Minnow Slough,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",1997,,39.02087454,-89.18517388,McDonough,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1997,,39.0567,-90.7045,Calhoun,Mississippi River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2006,,39.062,-90.45303,Jersey,Otter Creek,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.069653,-88.59228,Effingham,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2006,,39.07872982,-87.80648818,Jersey,Otter Creek,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.083608,-90.342138,Jersey,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.083608,-90.342138,Jersey,,,,,,,,,,,,,
Fishes,Mylopharyngodon piceus,Black Carp,2011,unknown,39.1028266,-90.673734,Calhoun,Mississippi River,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,39.1051,-88.547,Effingham,,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",1975,,39.12112525,-89.00164238,Fayette,Peppermill Creek,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,1995,,39.15117826,-87.65851981,Crawford,Raccoon Creek,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,39.1684,-88.5057,Effingham,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.168969,-90.653186,Calhoun,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.168969,-90.653186,Calhoun,,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,39.18671,-89.47953,Montgomery,Glenn Shoals Lake,,,,,,,,,,,,
Plants,Nymphoides peltata,Yellow Floatingheart,2008,collected,39.207454,-89.500917,Montgomery,,,,,,,,,,,,,
Fishes,Mylopharyngodon piceus,Black Carp,2010,unknown,39.22175,-90.7196,Calhoun,Mississippi River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.231191,-89.877556,Macoupin,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.231191,-89.877556,Macoupin,,,,,,,,,,,,,
Fishes,Mylopharyngodon piceus,Black Carp,2010,failed,39.238236,-90.60648,Calhoun,Illinois River,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1992,,39.23827803,-88.83356676,Shelby,,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,1987,,39.2665568,-87.6567437,Clark,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.272064,-88.263215,Cumberland,,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,2008,collected,39.272064,-88.263215,Cumberland,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2006,unknown,39.2732,-90.60734,Calhoun,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2004,unknown,39.27957,-87.6103,Clark,Wabash River,,,,,,,,,,,,
Plants,Phragmites australis,Common Reed,1992,,39.281079,-88.70354821,Shelby,,,,,,,,,,,,,
Fishes,Menidia beryllina,Inland Silverside,1999,,39.29954,-87.59887,Clark,Wabash River,,,,,,,,,,,,
Plants,Mentha x piperita,Peppermint,2009,,39.30983,-89.08857,Shelby,,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,39.3168,-88.4537,Cumberland,,,,,,,,,,,,,
Fishes,Tinca tinca,Tench,1891,failed,39.335592,-87.881976,Clark,Hickory Creek,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.345598,-87.802973,Clark,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.345598,-87.802973,Clark,,,,,,,,,,,,,
Plants,Nymphoides peltata,Yellow Floatingheart,2008,collected,39.345598,-87.802973,Clark,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.36954,-90.383013,Greene,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.36954,-90.383013,Greene,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,39.36954,-90.383013,Greene,,,,,,,,,,,,,
Fishes,Mylopharyngodon piceus,Black Carp,2004,unknown,39.37995,-90.903613,Calhoun,Mississippi River,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1983,,39.38513711,-89.14858669,Warren,Cedar Creek,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1983,,39.3852732,-89.16736468,Warren,Cedar Creek,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.385719,-88.799105,Shelby,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.385719,-88.799105,Shelby,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,1996,,39.3874,-90.5093,Greene,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,1975,,39.390384,-87.79874669,Greene,,,,,,,,,,,,,
Plants,Acorus calamus,"Calamus, Sweet Flag",2003,,39.4141,-88.4433,Coles,Lake Paradise,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2004,,39.44428946,-90.79602269,Pike,Bay Creek,,,,,,,,,,,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,,39.4552,-88.3345,Coles,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1969,,39.46437154,-87.76357297,Clark,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,2007,,39.4758,-88.1736,Coles,,,,,,,,,,,,,
Plants,Marsilea quadrifolia,European Waterclover,2008,collected,39.507634,-88.259377,Coles,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,39.507634,-88.259377,Coles,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.507634,-88.259377,Coles,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.507634,-88.259377,Coles,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.528077,-89.262544,Christian,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,39.528077,-89.262544,Christian,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.528077,-89.262544,Christian,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,1996,,39.5286,-90.8697,Pike,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1997,,39.53438726,-88.59632888,Moultrie,Lake Shelbyville (Kaskaskia River),,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,1997,unknown,39.53465,-88.6058,Moultrie,Lake Shelbyville,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,2008,collected,39.635412,-88.62634,Moultrie,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.647927,-90.478407,Scott,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2004,,39.66053652,-90.62274673,Scott,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2004,,39.66053652,-90.62274673,Scott,Illinois River,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.668118,-87.746849,Edgar,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.668118,-87.746849,Edgar,,,,,,,,,,,,,
Plants,Phragmites australis,Common Reed,1971,,39.68805722,-88.14822812,Douglas,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,1942,,39.70585176,-89.67656005,Sangamon,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,39.712954,-90.215325,Morgan,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.712954,-90.215325,Morgan,,,,,,,,,,,,,
Plants,Najas minor,Brittle Waternymph,2008,collected,39.763854,-89.646499,Sangamon,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,39.763854,-89.646499,Sangamon,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.763854,-89.646499,Sangamon,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,2008,collected,39.763854,-89.646499,Sangamon,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.763854,-89.646499,Sangamon,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.769979,-88.236661,Douglas,,,,,,,,,,,,,
Plants,Lythrum salicaria,Purple Loosestrife,1986,,39.7842292,-87.84577662,Scott,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2004,unknown,39.79004,-89.68135,Sangamon,Washington Park Lagoon,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2008,,39.80588,-90.74538,Pike,Middle Fork McKee Creek,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2008,,39.80588,-90.74538,Pike,Middle Fork McKee Creek,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2008,,39.80588,-90.74538,Pike,Middle Fork McKee Creek,,,,,,,,,,,,
Fishes,Morone x Morone chrysops x saxatilis,Wiper,1997,,39.8264258,-88.956466,Macon,Lake Decatur,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2008,,39.84449,-90.850375,Brown,North Branch McKee Creek,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2004,eradicated,39.84479,-88.98478,Macon,Dreamland Pond,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.853136,-88.953227,Macon,,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,39.853136,-88.953227,Macon,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.853136,-88.953227,Macon,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,2008,collected,39.853136,-88.953227,Macon,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.853136,-88.953227,Macon,,,,,,,,,,,,,
Plants,Phalaris arundinacea,Reed Canarygrass,1990,,39.87274999,-90.07903563,Morgan,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2008,,39.878,-89.8264,Sangamon,Richland Creek,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2004,,39.8785,-91.3258,Adams,Mill Creek,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2008,,39.8956,-89.585778,Sangamon,Fancy Creek,,,,,,,,,,,,
Crustaceans,Daphnia lumholtzi,Water Flea,1995,collected,39.915069,-90.539918,Cass,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,39.93728,-90.53365,Cass,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,39.93728,-90.53365,Cass,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,39.93728,-90.53365,Cass,Illinois River,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.950254,-90.740237,Brown,,,,,,,,,,,,,
Fishes,Morone saxatilis,Striped Bass,2005,collected,39.95732,-90.521164,Cass,Illinois River,,,,,,,,,,,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,1993,,39.96174852,-87.68416712,Cass,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,39.96278,-90.516014,Brown,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2004,,39.96278,-90.516014,Brown,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,1997,,39.96278,-90.516014,Brown,Illinois River,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,39.96278,-90.516014,Brown,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2000,,39.96278,-90.516014,Brown,Illinois River,,,,,,,,,,,,
Fishes,Hypophthalmichthys molitrix,Silver Carp,2004,,39.96278,-90.516014,Brown,Illinois River,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.965452,-91.268051,Adams,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,39.965452,-91.268051,Adams,,,,,,,,,,,,,
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,39.975926,-90.269918,Cass,,,,,,,,,,,,,
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,39.975926,-90.269918,Cass,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,2008,collected,39.975926,-90.269918,Cass,,,,,,,,,,,,,
Plants,Mentha aquatica,Water Mint,2008,collected,39.975926,-90.269918,Cass,,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2012,unknown,39.98727,-90.51401,Brown,La Moine River,,,,,,,,,,,,
Plants,Mentha x gracilis,Gingermint,2008,collected,39.997207,-88.577414,Piatt,,,,,,,,,,,,,
Plants,Iris pseudacorus,Paleyellow Iris,2008,collected,39.997207,-88.577414,Piatt,,,,,,,,,,,,,
Plants,Myosotis scorpioides,True Forget-Me-Not,2008,collected,39.997207,-88.577414,Piatt,,,,,,,,,,,,,
Plants,Nasturtium officinale,Watercress,2008,collected,39.997207,-88.577414,Piatt,,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.00004293,-90.48106154,Cass,Lilly Lake,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.00004293,-90.48106154,Cass,Lilly Lake,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2000,,40.00004293,-90.48106154,Cass,Lilly Lake,,,,,,,,,,,,
Fishes,Oreochromis mossambicus,Mozambique Tilapia,1986,unknown,40.009785,-88.643317,Piatt,Arrowhead Pond,,,,,,,,,,,,
Fishes,Ctenopharyngodon idella,Grass Carp,2008,,40.0178,-90.1126,Cass,Panther Creek,,,,,,,,,,,,
Fishes,Hypophthalmichthys nobilis,Bighead Carp,2000,,40.01927142,-90.43809966,Cass,Illinois River,,,,,,,,,,,,
